Date,City,Country,Sex,Distance,Event,MS,Technique,Place,Skier,Nation,ID,Season,Race,Birthday,Leg,Age,Exp,Pelo,Elo
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,11,Sergei Tchepikov,Russia,578,1996,12,1967-01-30T00:00:00.000000,2,29.010266940451746,15,1300.0,1305.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,11,Vladimir Legotine,Russia,452,1996,12,1970-04-25T00:00:00.000000,1,25.776865160848732,49,1300.0,1305.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,12,Philippe Sanchez,France,613,1996,12,1969-09-26T00:00:00.000000,2,26.354551676933607,55,1300.0,1300.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,12,Vincent Vittoz,France,30,1996,12,1975-07-17T00:00:00.000000,1,20.550308008213552,4,1300.0,1300.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,13,Fabio Maj,Italy,445,1996,12,1970-06-16T00:00:00.000000,1,25.634496919917865,51,1300.0,1295.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,13,Giorgio Di Centa,Italy,20,1996,12,1972-10-07T00:00:00.000000,2,23.32375085557837,11,1300.0,1295.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,14,Frode Estil,Norway,296,1996,12,1972-05-31T00:00:00.000000,2,23.67693360711841,7,1300.0,1290.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,14,Sture Sivertsen,Norway,570,1996,12,1966-04-16T00:00:00.000000,1,29.801505817932924,84,1300.0,1290.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,15,Vaclav Korunka,Czechia,573,1996,12,1965-12-25T00:00:00.000000,2,30.10814510609172,93,1300.0,1285.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,15,Lubos Buchta,Czechia,580,1996,12,1967-05-16T00:00:00.000000,1,28.720054757015742,88,1300.0,1285.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,16,Andreas Schlütter,Germany,349,1996,12,1972-08-17T00:00:00.000000,1,23.463381245722108,36,1300.0,1280.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,16,Rene Sommerfeldt,Germany,159,1996,12,1974-10-02T00:00:00.000000,2,21.338809034907598,5,1300.0,1280.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,17,Sami Repo,Finland,402,1996,12,1971-11-08T00:00:00.000000,1,24.23819301848049,38,1300.0,1275.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,17,Ari Palolahti,Finland,380,1996,12,1968-09-09T00:00:00.000000,2,27.40041067761807,6,1300.0,1275.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,18,Daniel Gideonsson,Sweden,571,1996,12,1973-01-01T00:00:00.000000,2,23.08829568788501,11,1300.0,1270.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,18,Håkan Nordbäck,Sweden,530,1996,12,1969-01-01T00:00:00.000000,1,27.088295687885008,19,1300.0,1270.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,19,Roberto De Zolt Ponte,Italy,403,1996,12,1970-01-23T00:00:00.000000,1,26.028747433264886,20,1300.0,1265.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,19,Maurizio Pozzi,Italy,506,1996,12,1970-06-25T00:00:00.000000,2,25.609856262833674,26,1300.0,1265.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,20,Ivan Batory,Slovakia,142,1996,12,1975-05-03T00:00:00.000000,1,20.75564681724846,28,1300.0,1260.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,20,Ivan Hudac,Slovakia,621,1996,12,1971-08-10T00:00:00.000000,2,24.484599589322382,27,1300.0,1260.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,21,Hans Diethelm,Switzerland,614,1996,12,1967-07-18T00:00:00.000000,2,28.54757015742642,73,1300.0,1255.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,21,Wilhelm Aschwanden,Switzerland,405,1996,12,1969-12-18T00:00:00.000000,1,26.12731006160164,33,1300.0,1255.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,22,Norbert Ganner,Austria,3022,1996,12,1966-07-11T00:00:00.000000,2,29.56605065023956,9,1300.0,1250.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,22,Alexander Marent,Austria,459,1996,12,1969-02-21T00:00:00.000000,1,26.94866529774127,50,1300.0,1250.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,23,Kazutoshi Nagahama,Japan,851,1996,12,1969-04-29T00:00:00.000000,2,26.765229295003422,42,1300.0,1245.0
1996-02-03,Seefeld in Tirol,Austria,M,Ts,World Cup,0,F,23,Hiroyuki Imai,Japan,425,1996,12,1970-03-12T00:00:00.000000,1,25.897330595482547,56,1300.0,1245.0
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,1,Tor Arne Hetland,Norway,221,1996,13,1974-01-12T00:00:00.000000,0,22.06160164271047,6,1300.0,1400.1407356898494
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,2,Peter Schlickenrieder,Germany,474,1996,13,1970-02-16T00:00:00.000000,0,25.965776865160848,48,1325.0,1412.8290083695642
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,3,Silvio Fauner,Italy,420,1996,13,1968-11-01T00:00:00.000000,0,27.2580424366872,106,1355.0,1429.1565052781132
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,4,Markus Gandler,Austria,532,1996,13,1966-08-20T00:00:00.000000,0,29.45927446954141,92,1315.0,1395.7491229599482
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,5,Markus Hasler,Liechtenstein,352,1996,13,1971-10-03T00:00:00.000000,0,24.33949349760438,59,1300.0,1372.6407356898494
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,5,Remi Andersen,Norway,382,1996,13,1973-07-16T00:00:00.000000,0,22.55441478439425,5,1300.0,1372.6407356898494
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,5,Jari Isometsä,Finland,413,1996,13,1968-09-11T00:00:00.000000,0,27.397672826830938,93,1345.0,1404.5281348663677
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,5,Ari Palolahti,Finland,380,1996,13,1968-09-09T00:00:00.000000,0,27.4031485284052,7,1275.0,1354.9511067648218
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,9,Sebastian Kleiner,Germany,612,1996,13,1972-01-01T00:00:00.000000,0,24.093086926762492,7,1300.0,1342.6407356898494
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,9,Maurizio Pozzi,Italy,506,1996,13,1970-06-25T00:00:00.000000,0,25.61259411362081,27,1265.0,1317.8583472882096
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,9,Katsuhito Ebisawa,Japan,332,1996,13,1972-07-11T00:00:00.000000,0,23.567419575633128,19,1300.0,1342.6407356898494
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,9,Janusz Krezelok,Poland,169,1996,13,1974-12-18T00:00:00.000000,0,21.130732375085557,13,1300.0,1342.6407356898494
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,9,Ivan Batory,Slovakia,142,1996,13,1975-05-03T00:00:00.000000,0,20.758384668035593,29,1260.0,1314.30602105806
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,9,Fulvio Valbusa,Italy,348,1996,13,1969-02-15T00:00:00.000000,0,26.967830253251197,65,1355.0,1381.6565052781132
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,9,Janko Neuber,Germany,513,1996,13,1971-06-25T00:00:00.000000,0,24.61327857631759,40,1325.0,1360.329008369564
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,9,Frode Estil,Norway,296,1996,13,1972-05-31T00:00:00.000000,0,23.679671457905545,8,1290.0,1335.5691945287144
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Håkan Nordbäck,Sweden,530,1996,13,1969-01-01T00:00:00.000000,0,27.091033538672143,20,1270.0,1261.4065180510531
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Roberto De Zolt Ponte,Italy,403,1996,13,1970-01-23T00:00:00.000000,0,26.031485284052017,21,1265.0,1257.8583472882096
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Hans Diethelm,Switzerland,614,1996,13,1967-07-18T00:00:00.000000,0,28.550308008213552,74,1255.0,1250.7489725049797
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Daniel Gideonsson,Sweden,571,1996,13,1973-01-01T00:00:00.000000,0,23.091033538672143,12,1270.0,1261.4065180510531
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Wilhelm Aschwanden,Switzerland,405,1996,13,1969-12-18T00:00:00.000000,0,26.130047912388775,34,1255.0,1250.7489725049797
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Torgny Mogren,Sweden,590,1996,13,1963-07-26T00:00:00.000000,0,32.52840520191649,170,1350.0,1318.0894540831966
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Vincent Vittoz,France,30,1996,13,1975-07-17T00:00:00.000000,0,20.553045859000683,5,1300.0,1282.6407356898494
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Philippe Sanchez,France,613,1996,13,1969-09-26T00:00:00.000000,0,26.357289527720738,56,1300.0,1282.6407356898494
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Johann Mühlegg,Spain,486,1996,13,1970-11-08T00:00:00.000000,0,25.24024640657084,72,1300.0,1282.6407356898494
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Alexei Prokourorov,Russia,482,1996,13,1964-03-25T00:00:00.000000,0,31.863107460643395,139,1330.0,1303.8730029860344
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Lubos Buchta,Czechia,580,1996,13,1967-05-16T00:00:00.000000,0,28.722792607802873,89,1285.0,1272.0318592049744
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Achim Walcher,Austria,488,1996,13,1967-12-01T00:00:00.000000,0,28.177960301163587,16,1340.0,1310.9719949942698
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Egil Kristiansen,Norway,527,1996,13,1966-01-18T00:00:00.000000,0,30.04517453798768,36,1320.0,1296.787909891104
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Sergei Tchepikov,Russia,578,1996,13,1967-01-30T00:00:00.000000,0,29.013004791238878,16,1305.0,1286.176127822005
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Stephan Kunz,Liechtenstein,449,1996,13,1972-01-31T00:00:00.000000,0,24.01095140314853,23,1300.0,1282.6407356898494
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,17,Mikhail Botvinov,Austria,319,1996,13,1967-11-17T00:00:00.000000,0,28.216290212183434,108,1330.0,1303.8730029860344
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,33,Ivan Hudac,Slovakia,621,1996,13,1971-08-10T00:00:00.000000,0,24.487337440109513,28,1260.0,1211.80602105806
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,34,Vaclav Korunka,Czechia,573,1996,13,1965-12-25T00:00:00.000000,0,30.11088295687885,94,1285.0,1224.5318592049744
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,35,Andreas Schlütter,Germany,349,1996,13,1972-08-17T00:00:00.000000,0,23.46611909650924,37,1280.0,1215.992692525805
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,36,Rene Sommerfeldt,Germany,159,1996,13,1974-10-02T00:00:00.000000,0,21.34154688569473,6,1280.0,1208.492692525805
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,36,Anders Bergström,Sweden,549,1996,13,1968-09-04T00:00:00.000000,0,27.416837782340863,58,1310.0,1229.712059287683
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,38,Anders Eide,Norway,526,1996,13,1971-03-07T00:00:00.000000,0,24.914442162902123,27,1335.0,1239.9204737121026
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,39,Christian Hoffmann,Austria,255,1996,13,1974-12-22T00:00:00.000000,0,21.11978097193703,9,1340.0,1238.4719949942698
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,40,Kazutoshi Nagahama,Japan,851,1996,13,1969-04-29T00:00:00.000000,0,26.767967145790553,43,1245.0,1166.1184789735848
1996-02-04,Reit im Winkl,Germany,M,Sprint,World Cup,0,F,41,Maxim Pitchouguine,Russia,588,1996,13,1974-10-30T00:00:00.000000,0,21.26488706365503,9,1300.0,1200.1407356898494
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Katsuhito Ebisawa,Japan,332,1996,0,1972-07-11T00:00:00.000000,0,23.567419575633128,19,1342.6407356898494,1336.2446253363719
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Vincent Vittoz,France,30,1996,0,1975-07-17T00:00:00.000000,0,20.553045859000683,5,1282.6407356898494,1285.2446253363719
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Janusz Krezelok,Poland,169,1996,0,1974-12-18T00:00:00.000000,0,21.130732375085557,13,1342.6407356898494,1336.2446253363719
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Mikhail Botvinov,Austria,319,1996,0,1967-11-17T00:00:00.000000,0,28.216290212183434,108,1303.8730029860344,1303.2920525381292
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Andreas Schlütter,Germany,349,1996,0,1972-08-17T00:00:00.000000,0,23.46611909650924,37,1215.992692525805,1228.5937886469342
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Markus Hasler,Liechtenstein,352,1996,0,1971-10-03T00:00:00.000000,0,24.33949349760438,59,1372.6407356898494,1361.7446253363719
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Giorgio Di Centa,Italy,20,1996,0,1972-10-07T00:00:00.000000,0,23.32375085557837,11,1295.0,1295.75
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Mathias Fredriksson,Sweden,85,1996,0,1973-02-11T00:00:00.000000,0,22.976043805612594,38,1310.0,1308.5
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Ivan Batory,Slovakia,142,1996,0,1975-05-03T00:00:00.000000,0,20.758384668035593,29,1314.30602105806,1312.160117899351
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Fulvio Valbusa,Italy,348,1996,0,1969-02-15T00:00:00.000000,0,26.967830253251197,65,1381.6565052781132,1369.4080294863961
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Frode Estil,Norway,296,1996,0,1972-05-31T00:00:00.000000,0,23.679671457905545,8,1335.5691945287144,1330.2338153494072
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Rene Sommerfeldt,Germany,159,1996,0,1974-10-02T00:00:00.000000,0,21.34154688569473,6,1208.492692525805,1222.2187886469342
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Tor Arne Hetland,Norway,221,1996,0,1974-01-12T00:00:00.000000,0,22.06160164271047,6,1400.1407356898494,1385.1196253363719
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Christian Hoffmann,Austria,255,1996,0,1974-12-22T00:00:00.000000,0,21.11978097193703,9,1238.4719949942698,1247.7011957451293
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Ari Palolahti,Finland,380,1996,0,1968-09-09T00:00:00.000000,0,27.4031485284052,7,1354.9511067648218,1346.7084407500986
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Roberto De Zolt Ponte,Italy,403,1996,0,1970-01-23T00:00:00.000000,0,26.031485284052017,21,1257.8583472882096,1264.1795951949782
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Wilhelm Aschwanden,Switzerland,405,1996,0,1969-12-18T00:00:00.000000,0,26.130047912388775,34,1250.7489725049797,1258.1366266292328
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Remi Andersen,Norway,382,1996,0,1973-07-16T00:00:00.000000,0,22.55441478439425,5,1372.6407356898494,1361.7446253363719
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Sami Repo,Finland,402,1996,0,1971-11-08T00:00:00.000000,0,24.23819301848049,38,1275.0,1278.75
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Jari Isometsä,Finland,413,1996,0,1968-09-11T00:00:00.000000,0,27.397672826830938,93,1404.5281348663677,1388.8489146364125
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Fabio Maj,Italy,445,1996,0,1970-06-16T00:00:00.000000,0,25.634496919917865,51,1295.0,1295.75
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Stephan Kunz,Liechtenstein,449,1996,0,1972-01-31T00:00:00.000000,0,24.01095140314853,23,1282.6407356898494,1285.2446253363719
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Silvio Fauner,Italy,420,1996,0,1968-11-01T00:00:00.000000,0,27.2580424366872,106,1429.1565052781132,1409.7830294863961
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Hiroyuki Imai,Japan,425,1996,0,1970-03-12T00:00:00.000000,0,25.897330595482547,56,1245.0,1253.25
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Vladimir Legotine,Russia,452,1996,0,1970-04-25T00:00:00.000000,0,25.776865160848732,49,1305.0,1304.25
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Niklas Jonsson,Sweden,481,1996,0,1969-05-31T00:00:00.000000,0,26.677618069815196,72,1350.0,1342.5
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Alexei Prokourorov,Russia,482,1996,0,1964-03-25T00:00:00.000000,0,31.863107460643395,139,1303.8730029860344,1303.2920525381292
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Alexander Marent,Austria,459,1996,0,1969-02-21T00:00:00.000000,0,26.94866529774127,50,1250.0,1257.5
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Achim Walcher,Austria,488,1996,0,1967-12-01T00:00:00.000000,0,28.177960301163587,16,1310.9719949942698,1309.3261957451293
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Peter Schlickenrieder,Germany,474,1996,0,1970-02-16T00:00:00.000000,0,25.965776865160848,48,1412.8290083695642,1395.9046571141296
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Mika Myllylä,Finland,511,1996,0,1969-09-12T00:00:00.000000,0,26.392881587953458,79,1345.0,1338.25
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Maurizio Pozzi,Italy,506,1996,0,1970-06-25T00:00:00.000000,0,25.61259411362081,27,1317.8583472882096,1315.1795951949782
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Johann Mühlegg,Spain,486,1996,0,1970-11-08T00:00:00.000000,0,25.24024640657084,72,1282.6407356898494,1285.2446253363719
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Anders Eide,Norway,526,1996,0,1971-03-07T00:00:00.000000,0,24.914442162902123,27,1239.9204737121026,1248.9324026552872
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Egil Kristiansen,Norway,527,1996,0,1966-01-18T00:00:00.000000,0,30.04517453798768,36,1296.787909891104,1297.2697234074383
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Alois Stadlober,Austria,548,1996,0,1962-04-11T00:00:00.000000,0,33.81519507186858,117,1315.0,1312.75
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Håkan Nordbäck,Sweden,530,1996,0,1969-01-01T00:00:00.000000,0,27.091033538672143,20,1261.4065180510531,1267.1955403433951
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Anders Bergström,Sweden,549,1996,0,1968-09-04T00:00:00.000000,0,27.416837782340863,58,1229.712059287683,1240.2552503945305
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Janko Neuber,Germany,513,1996,0,1971-06-25T00:00:00.000000,0,24.61327857631759,40,1360.329008369564,1351.2796571141293
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Markus Gandler,Austria,532,1996,0,1966-08-20T00:00:00.000000,0,29.45927446954141,92,1395.7491229599482,1381.386754515956
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Vaclav Korunka,Czechia,573,1996,0,1965-12-25T00:00:00.000000,0,30.11088295687885,94,1224.5318592049744,1235.8520803242282
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Sture Sivertsen,Norway,570,1996,0,1966-04-16T00:00:00.000000,0,29.801505817932924,84,1290.0,1291.5
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Bjørn Dæhlie,Norway,550,1996,0,1967-06-19T00:00:00.000000,0,28.62696783025325,126,1335.0,1329.75
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Sergei Tchepikov,Russia,578,1996,0,1967-01-30T00:00:00.000000,0,29.013004791238878,16,1286.176127822005,1288.2497086487042
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Daniel Gideonsson,Sweden,571,1996,0,1973-01-01T00:00:00.000000,0,23.091033538672143,12,1261.4065180510531,1267.1955403433951
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Torgny Mogren,Sweden,590,1996,0,1963-07-26T00:00:00.000000,0,32.52840520191649,170,1318.0894540831966,1315.376035970717
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Lubos Buchta,Czechia,580,1996,0,1967-05-16T00:00:00.000000,0,28.722792607802873,89,1272.0318592049744,1276.2270803242282
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Maxim Pitchouguine,Russia,588,1996,0,1974-10-30T00:00:00.000000,0,21.26488706365503,9,1200.1407356898494,1215.119625336372
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Sebastian Kleiner,Germany,612,1996,0,1972-01-01T00:00:00.000000,0,24.093086926762492,7,1342.6407356898494,1336.2446253363719
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Vegard Ulvang,Norway,608,1996,0,1963-10-10T00:00:00.000000,0,32.31759069130732,161,1320.0,1317.0
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Ivan Hudac,Slovakia,621,1996,0,1971-08-10T00:00:00.000000,0,24.487337440109513,28,1211.80602105806,1225.035117899351
1996-05-01 00:00:00,Post,Season,M,0,Offseason,0,"",0,Hans Diethelm,Switzerland,614,1996,0,1967-07-18T00:00:00.000000,0,28.550308008213552,74,1250.7489725049797,1258.1366266292328
