Elo,Small_Elo,Medium_Elo,Normal_Elo,Large_Elo,Flying_Elo,Pelo,Small_Pelo,Medium_Pelo,Normal_Pelo,Large_Pelo,Flying_Pelo,Date,City,Country,Sex,HillSize,RaceType,TeamEvent,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Elevation
1378.3020001439722,,,1378.3020001439722,,,1353.125,,,1353.125,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,14,Jessica Jerome,USA,12,2011,1,1987-02-08T00:00:00.000000,24.046543463381244,2,0,321.0
1340.7929630911278,,,1340.7929630911278,,,1306.375,,,1306.375,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,15,Yuki Ito,Japan,5,2011,1,1994-05-10T00:00:00.000000,16.79671457905544,2,0,321.0
1300.3352032945324,,,1300.3352032945324,,,1255.375,,,1255.375,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,16,Sarah Hendrickson,USA,17,2011,1,1994-08-01T00:00:00.000000,16.569472963723477,2,0,321.0
1304.2327772246829,,,1304.2327772246829,,,1268.125,,,1268.125,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,17,Julia Kykkänen,Finland,11,2011,1,1994-04-17T00:00:00.000000,16.859685147159478,2,0,321.0
1321.3727292891986,,,1321.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,18,Taylor Henrich,Canada,76,2011,1,1995-11-01T00:00:00.000000,15.318275154004109,1,0,321.0
1365.225240549899,,,1365.225240549899,,,1370.125,,,1370.125,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,19,Ulrike Gräßler,Germany,16,2011,1,1987-05-17T00:00:00.000000,23.7782340862423,2,0,321.0
1306.951608279394,,,1306.951608279394,,,1293.625,,,1293.625,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,20,Alissa Johnson,USA,93,2011,1,1987-05-28T00:00:00.000000,23.74811772758385,2,0,321.0
1272.361274946623,,,1272.361274946623,,,1251.125,,,1251.125,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,21,Spela Rogelj,Slovenia,19,2011,1,1994-11-08T00:00:00.000000,16.298425735797398,2,0,321.0
1347.2368576637173,,,1347.2368576637173,,,1365.875,,,1365.875,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,22,Anette Sagen,Norway,2,2011,1,1985-01-10T00:00:00.000000,26.12457221081451,2,0,321.0
1283.1015946378282,,,1283.1015946378282,,,1280.875,,,1280.875,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,23,Wendy Vuik,Netherlands,98,2011,1,1988-11-25T00:00:00.000000,22.250513347022583,2,0,321.0
1291.3727292891986,,,1291.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,24,Abby Ringquist,USA,80,2011,1,1989-06-21T00:00:00.000000,21.68104038329911,1,0,321.0
1286.3727292891986,,,1286.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,25,Sabrina Windmüller,Switzerland,65,2011,1,1987-10-13T00:00:00.000000,23.370294318959616,1,0,321.0
1281.3727292891986,,,1281.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,26,Gyda Enger,Norway,36,2011,1,1993-01-14T00:00:00.000000,18.11362080766598,1,0,321.0
1276.3727292891986,,,1276.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,27,Roberta D'Agostina,Italy,97,2011,1,1991-08-17T00:00:00.000000,19.526351813826142,1,0,321.0
1244.788196602625,,,1244.788196602625,,,1261.75,,,1261.75,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,28,Michaela Dolezelova,Czechia,34,2011,1,1994-07-12T00:00:00.000000,16.62422997946612,2,0,321.0
1217.4155272784724,,,1217.4155272784724,,,1229.875,,,1229.875,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,29,Vladena Pustkova,Czechia,115,2011,1,1992-07-11T00:00:00.000000,18.62559890485969,2,0,321.0
1261.3727292891986,,,1261.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,30,Anja Tepes,Slovenia,102,2011,1,1991-02-27T00:00:00.000000,19.994524298425738,1,0,321.0
1256.3727292891986,,,1256.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,31,Juliane Seyfarth,Germany,63,2011,1,1990-02-19T00:00:00.000000,21.01574264202601,1,0,321.0
1270.5371026279934,,,1270.5371026279934,,,1327.625,,,1327.625,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,32,Jacqueline Seifriedsberger,Austria,18,2011,1,1991-01-20T00:00:00.000000,20.09856262833675,2,0,321.0
1246.3727292891986,,,1246.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,33,Lea Lemare,France,30,2011,1,1996-06-21T00:00:00.000000,14.680355920602327,1,0,321.0
1293.2192314275178,,,1293.2192314275178,,,1374.375,,,1374.375,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,34,Lindsey Van,USA,92,2011,1,1984-11-27T00:00:00.000000,26.245037645448324,2,0,321.0
1267.3672186072192,,,1267.3672186072192,,,1344.625,,,1344.625,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,35,Anna Häfele,Germany,69,2011,1,1989-06-26T00:00:00.000000,21.66735112936345,2,0,321.0
1231.3727292891986,,,1231.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,36,Lucie Mikova,Czechia,108,2011,1,1994-09-21T00:00:00.000000,16.42984257357974,1,0,321.0
1226.3727292891986,,,1226.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,37,Irina Avvakumova,Russia,6,2011,1,1991-09-14T00:00:00.000000,19.449691991786448,1,0,321.0
1221.3727292891986,,,1221.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,38,Maria Zotova,Russia,133,2011,1,1984-01-07T00:00:00.000000,27.134839151266256,1,0,321.0
1216.3727292891986,,,1216.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,39,Tong Ma,China,120,2011,1,1994-03-02T00:00:00.000000,16.985626283367555,1,0,321.0
1211.3727292891986,,,1211.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,40,Xueyao Li,China,87,2011,1,1995-04-11T00:00:00.000000,15.876796714579056,1,0,321.0
1206.3727292891986,,,1206.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,41,Anastasia Veshchikova,Russia,116,2011,1,1995-07-28T00:00:00.000000,15.581108829568787,1,0,321.0
1201.3727292891986,,,1201.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,42,Cheng Ji,China,134,2011,1,1993-08-10T00:00:00.000000,17.544147843942504,1,0,321.0
1196.3727292891986,,,1196.3727292891986,,,1300.0,,,1300.0,,,2011-02-25,Midtstubakken,Norway,L,106,Normal,0,World Championship,43,Linlin Cui,China,135,2011,1,1993-04-27T00:00:00.000000,17.831622176591374,1,0,321.0
1300.284922800353,,,1300.284922800353,,,1300.3352032945324,,,1300.3352032945324,,,2011-05-01,Summer,Break,L,0,Offseason,0,Offseason,0,Sarah Hendrickson,USA,17,2011,0,1994-08-01T00:00:00.000000,16.569472963723477,2,0,0.0
